Rezultati za V3_V_S_7_11_2012_V.2.kml
16.452169 43.881951 431.210000 l
16.452189 43.881956 431.240000 r
16.452208 43.881961 431.270000 p
16.452227 43.881966 431.290000 r
16.452247 43.881971 431.300000 l
16.452266 43.881977 431.330000 l
16.452286 43.881982 431.340000 l
16.452305 43.881988 431.350000 r
16.452324 43.881993 431.350000 l
16.452344 43.881999 431.360000 l
16.452363 43.882004 431.380000 l
16.452383 43.882010 431.380000 r
16.452402 43.882016 431.390000 l
16.452422 43.882021 431.400000 l
16.452441 43.882027 431.390000 r
16.452461 43.882033 431.380000 r
16.452481 43.882038 431.370000 l
16.452500 43.882044 431.360000 r
16.452520 43.882050 431.360000 l
16.452539 43.882055 431.350000 p
16.452558 43.882060 431.340000 r
16.452578 43.882065 431.310000 r
16.452597 43.882070 431.310000 r
16.452617 43.882075 431.280000 r
16.452636 43.882080 431.240000 r
16.452655 43.882084 431.140000 l
16.452675 43.882089 431.030000 l
16.452694 43.882093 430.940000 p
16.452713 43.882097 430.810000 l
16.452733 43.882102 430.820000 l
16.452752 43.882106 430.730000 r
16.452772 43.882110 430.650000 p
16.452792 43.882114 430.590000 r
16.452811 43.882118 430.510000 r
16.452831 43.882122 430.460000 p
16.452851 43.882126 430.420000 r
16.452871 43.882129 430.370000 r
16.452891 43.882133 430.330000 r
16.452911 43.882136 430.310000 p
16.452931 43.882139 430.250000 p
16.452951 43.882142 430.200000 r
16.452972 43.882145 430.160000 r
16.452992 43.882148 430.110000 r
16.453012 43.882150 430.050000 l
16.453033 43.882153 430.000000 r
16.453054 43.882155 429.940000 r
16.453074 43.882157 429.900000 r
16.453095 43.882159 429.870000 r
16.453116 43.882162 429.830000 r
16.453137 43.882163 429.810000 r
16.453158 43.882165 429.780000 l
16.453180 43.882166 429.760000 r
16.453201 43.882167 429.730000 r
16.453222 43.882168 429.690000 r
16.453243 43.882169 429.670000 l
16.453265 43.882169 429.640000 l
16.453287 43.882170 429.610000 l
16.453308 43.882170 429.580000 l
16.453330 43.882170 429.560000 l
16.453352 43.882170 429.540000 l
16.453373 43.882170 429.530000 l
16.453395 43.882170 429.530000 l
16.453417 43.882169 429.530000 r
16.453439 43.882168 429.530000 l
16.453461 43.882168 429.520000 l
16.453483 43.882166 429.500000 r
16.453505 43.882165 429.470000 r
16.453527 43.882163 429.450000 r
16.453549 43.882162 429.440000 r
16.453571 43.882160 429.420000 r
16.453593 43.882157 429.420000 l
16.453616 43.882155 429.410000 r
16.453638 43.882153 429.420000 r
16.453660 43.882150 429.420000 r
16.453682 43.882148 429.430000 l
16.453705 43.882145 429.430000 l
16.453727 43.882140 429.360000 r
16.453749 43.882137 429.300000 l
16.453772 43.882132 429.270000 l
16.453794 43.882129 429.230000 r
16.453816 43.882125 429.250000 l
16.453839 43.882122 429.260000 l
16.453861 43.882118 429.270000 r
16.453883 43.882115 429.280000 l
16.453906 43.882111 429.290000 r
16.453929 43.882108 429.300000 l
16.453951 43.882104 429.310000 l
16.453974 43.882101 429.330000 r
16.453997 43.882097 429.330000 l
16.454019 43.882094 429.360000 l
16.454042 43.882090 429.380000 p
16.454065 43.882086 429.400000 r
16.454088 43.882083 429.410000 l
16.454110 43.882079 429.410000 r
16.454134 43.882075 429.410000 r
16.454156 43.882071 429.410000 l
16.454179 43.882066 429.380000 r
16.454203 43.882062 429.370000 r
16.454226 43.882058 429.340000 p
16.454249 43.882054 429.320000 p
16.454272 43.882050 429.330000 p
16.454295 43.882046 429.330000 r
16.454319 43.882041 429.330000 r
16.454342 43.882037 429.310000 p
16.454365 43.882033 429.310000 r
16.454389 43.882029 429.310000 r
16.454412 43.882025 429.310000 r
16.454435 43.882020 429.320000 r
16.454459 43.882016 429.330000 r
16.454482 43.882012 429.320000 r
16.454506 43.882008 429.310000 r
16.454529 43.882004 429.310000 l
16.454553 43.882001 429.380000 l
16.454576 43.881996 429.380000 l
16.454600 43.881993 429.390000 l
16.454623 43.881989 429.380000 r
16.454647 43.881985 429.400000 r
16.454670 43.881981 429.420000 r
16.454694 43.881977 429.440000 r
16.454717 43.881973 429.460000 r
16.454741 43.881969 429.450000 r
16.454764 43.881965 429.450000 p
16.454787 43.881961 429.450000 r
16.454811 43.881957 429.480000 l
16.454834 43.881954 429.500000 r
16.454857 43.881950 429.530000 l
16.454881 43.881947 429.550000 l
16.454904 43.881943 429.560000 l
16.454928 43.881940 429.580000 l
16.454951 43.881936 429.590000 p
16.454974 43.881932 429.600000 l
16.454998 43.881929 429.610000 r
16.455021 43.881926 429.630000 p
16.455044 43.881923 429.650000 p
16.455067 43.881920 429.660000 r
16.455091 43.881917 429.670000 r
16.455114 43.881914 429.670000 p
16.455137 43.881911 429.670000 l
16.455161 43.881909 429.670000 l
16.455184 43.881906 429.680000 l
16.455208 43.881904 429.710000 r
16.455231 43.881902 429.710000 r
16.455255 43.881900 429.710000 l
16.455278 43.881899 429.720000 l
16.455302 43.881897 429.730000 l
16.455325 43.881896 429.720000 r
16.455348 43.881894 429.710000 l
16.455372 43.881894 429.730000 l
16.455396 43.881893 429.730000 r
16.455419 43.881892 429.730000 l
16.455443 43.881892 429.760000 l
16.455466 43.881892 429.760000 l
16.455490 43.881893 429.770000 l
16.455513 43.881893 429.770000 l
16.455537 43.881894 429.790000 r
16.455560 43.881895 429.790000 r
16.455584 43.881896 429.810000 l
16.455607 43.881898 429.810000 l
16.455631 43.881899 429.820000 l
16.455654 43.881901 429.820000 r
16.455677 43.881902 429.810000 r
16.455700 43.881904 429.820000 r
16.455724 43.881906 429.810000 r
16.455747 43.881908 429.820000 r
16.455770 43.881911 429.810000 r
16.455793 43.881913 429.810000 r
16.455816 43.881916 429.810000 p
16.455839 43.881919 429.830000 p
16.455862 43.881922 429.830000 p
16.455885 43.881925 429.830000 r
16.455908 43.881929 429.830000 r
16.455931 43.881932 429.850000 r
16.455954 43.881936 429.840000 r
16.455977 43.881941 429.860000 r
16.456000 43.881945 429.860000 r
16.456022 43.881949 429.860000 l
16.456045 43.881954 429.860000 r
16.456067 43.881959 429.860000 r
16.456090 43.881964 429.870000 r
16.456112 43.881969 429.880000 r
16.456135 43.881975 429.880000 r
16.456157 43.881981 429.880000 p
16.456179 43.881987 429.890000 r
16.456202 43.881993 429.880000 r
16.456224 43.881999 429.890000 p
16.456246 43.882005 429.900000 r
16.456268 43.882012 429.900000 p
16.456290 43.882019 429.900000 p
16.456312 43.882026 429.910000 r
16.456335 43.882033 429.910000 r
16.456357 43.882040 429.920000 r
16.456378 43.882047 429.920000 r
16.456400 43.882055 429.930000 r
16.456422 43.882062 429.940000 r
16.456444 43.882070 429.940000 p
16.456466 43.882078 429.950000 r
16.456487 43.882086 429.950000 r
16.456508 43.882095 429.950000 r
16.456530 43.882103 429.950000 r
16.456551 43.882111 429.950000 r
16.456572 43.882120 429.950000 p
16.456593 43.882129 429.960000 r
16.456614 43.882137 429.960000 r
16.456635 43.882146 429.980000 r
16.456656 43.882154 429.930000 p
16.456677 43.882162 429.880000 p
16.456698 43.882170 429.830000 r
16.456718 43.882178 429.840000 r
16.456739 43.882186 429.770000 r
16.456760 43.882193 429.710000 r
16.456780 43.882199 429.570000 l
16.456800 43.882207 429.460000 r
16.456821 43.882214 429.410000 l
16.456842 43.882223 429.400000 r
16.456862 43.882231 429.390000 r
16.456883 43.882239 429.380000 r
16.456904 43.882248 429.400000 r
16.456924 43.882257 429.390000 r
16.456945 43.882265 429.380000 r
16.456966 43.882274 429.360000 r
16.456987 43.882282 429.350000 p
16.457008 43.882290 429.330000 r
16.457028 43.882299 429.310000 l
16.457050 43.882307 429.300000 r
16.457071 43.882316 429.290000 r
16.457092 43.882324 429.310000 p
16.457113 43.882332 429.280000 r
16.457134 43.882341 429.270000 r
16.457156 43.882349 429.250000 r
16.457177 43.882357 429.230000 r
16.457199 43.882365 429.210000 r
16.457220 43.882372 429.180000 r
16.457242 43.882380 429.190000 p
16.457264 43.882388 429.170000 p
16.457286 43.882396 429.180000 p
16.457308 43.882404 429.190000 p
16.457330 43.882412 429.190000 p
16.457352 43.882420 429.180000 r
16.457374 43.882427 429.180000 p
16.457396 43.882434 429.150000 p
16.457418 43.882441 429.180000 r
16.457441 43.882449 429.190000 r
16.457463 43.882456 429.200000 p
16.457485 43.882463 429.210000 r
16.457508 43.882470 429.220000 p
16.457531 43.882477 429.230000 r
16.457553 43.882483 429.230000 r
16.457576 43.882489 429.240000 p
16.457599 43.882495 429.260000 p
16.457622 43.882501 429.260000 p
16.457645 43.882507 429.270000 p
16.457668 43.882513 429.290000 p
16.457691 43.882519 429.320000 p
16.457714 43.882525 429.340000 r
16.457738 43.882530 429.370000 r
16.457761 43.882534 429.390000 r
16.457784 43.882540 429.430000 l
16.457808 43.882544 429.460000 p
16.457832 43.882548 429.500000 l
16.457855 43.882551 429.510000 l
16.457879 43.882555 429.510000 r
16.457903 43.882558 429.490000 p
16.457927 43.882561 429.520000 r
16.457950 43.882564 429.560000 r
16.457974 43.882567 429.610000 p
16.457998 43.882570 429.660000 r
16.458022 43.882572 429.720000 r
16.458046 43.882575 429.800000 r
16.458070 43.882577 429.870000 p
16.458094 43.882579 429.940000 p
16.458118 43.882581 430.000000 r
16.458142 43.882582 430.060000 r
16.458166 43.882584 430.120000 r
16.458190 43.882585 430.190000 r
16.458214 43.882586 430.270000 p
16.458238 43.882587 430.340000 r
16.458262 43.882588 430.410000 r
16.458286 43.882589 430.480000 r
16.458309 43.882590 430.550000 l
16.458333 43.882590 430.620000 l
16.458357 43.882591 430.690000 l
16.458381 43.882591 430.750000 l
16.458406 43.882592 430.830000 l
16.458430 43.882591 430.890000 l
16.458454 43.882591 430.930000 l
16.458478 43.882591 430.990000 l
16.458502 43.882590 431.070000 l
16.458526 43.882590 431.120000 l
16.458550 43.882589 431.190000 r
16.458574 43.882588 431.250000 r
16.458599 43.882587 431.310000 l
16.458623 43.882585 431.380000 r
16.458647 43.882584 431.430000 l
16.458672 43.882582 431.500000 r
16.458696 43.882580 431.550000 r
16.458720 43.882579 431.610000 l
16.458745 43.882576 431.660000 l
16.458769 43.882575 431.710000 r
16.458793 43.882573 431.770000 r
16.458818 43.882570 431.820000 r
16.458842 43.882568 431.880000 r
16.458867 43.882566 431.940000 r
16.458892 43.882563 432.010000 r
16.458916 43.882560 432.070000 r
16.458941 43.882557 432.120000 r
16.458965 43.882554 432.170000 r
16.458990 43.882551 432.220000 r
16.459014 43.882548 432.270000 r
16.459039 43.882544 432.320000 r
16.459063 43.882540 432.360000 r
16.459087 43.882537 432.410000 l
16.459112 43.882532 432.470000 r
16.459136 43.882528 432.540000 p
16.459160 43.882524 432.610000 r
16.459185 43.882519 432.650000 r
16.459209 43.882515 432.690000 r
16.459233 43.882510 432.740000 r
16.459257 43.882506 432.790000 r
16.459281 43.882501 432.860000 p
16.459305 43.882496 432.910000 r
16.459330 43.882492 432.960000 r
16.459354 43.882487 433.000000 p
16.459378 43.882482 433.060000 r
16.459401 43.882477 433.120000 r
16.459425 43.882472 433.180000 r
16.459449 43.882468 433.230000 r
16.459473 43.882463 433.270000 p
16.459497 43.882458 433.310000 p
16.459521 43.882453 433.360000 r
16.459545 43.882449 433.400000 r
16.459569 43.882444 433.440000 r
16.459593 43.882440 433.480000 r
16.459616 43.882435 433.550000 r
16.459640 43.882430 433.590000 r
16.459664 43.882426 433.630000 r
16.459687 43.882421 433.680000 r
16.459711 43.882417 433.720000 r
16.459734 43.882413 433.750000 r
16.459758 43.882408 433.800000 r
16.459781 43.882404 433.840000 p
16.459804 43.882400 433.890000 p
16.459827 43.882396 433.940000 r
16.459850 43.882393 433.990000 r
16.459873 43.882389 434.030000 p
16.459896 43.882385 434.070000 r
16.459919 43.882382 434.120000 p
16.459942 43.882379 434.160000 r
16.459964 43.882376 434.210000 r
16.459987 43.882373 434.250000 r
16.460010 43.882371 434.270000 p
16.460033 43.882369 434.290000 r
16.460055 43.882367 434.320000 r
16.460078 43.882365 434.350000 l
16.460100 43.882364 434.380000 r
16.460123 43.882363 434.410000 r
16.460145 43.882362 434.440000 l
16.460167 43.882362 434.470000 l
16.460189 43.882362 434.490000 l
16.460211 43.882362 434.510000 l
16.460233 43.882363 434.540000 p
16.460255 43.882364 434.580000 r
16.460277 43.882366 434.630000 r
16.460299 43.882367 434.670000 r
16.460321 43.882369 434.700000 r
16.460342 43.882371 434.730000 l
16.460364 43.882374 434.750000 r
16.460385 43.882377 434.770000 r
16.460407 43.882380 434.820000 l
16.460428 43.882384 434.870000 p
16.460449 43.882388 434.920000 p
16.460470 43.882392 434.960000 r
16.460491 43.882397 434.990000 p
16.460512 43.882402 435.010000 p
16.460533 43.882407 435.020000 r
16.460554 43.882413 435.040000 r
16.460574 43.882419 435.050000 r
16.460595 43.882425 435.090000 r
16.460615 43.882432 435.130000 r
16.460635 43.882438 435.180000 l
16.460655 43.882446 435.220000 r
16.460675 43.882453 435.250000 r
16.460694 43.882460 435.280000 r
16.460715 43.882468 435.320000 r
16.460734 43.882475 435.370000 r
16.460754 43.882482 435.430000 l
16.460774 43.882492 435.560000 l
16.460794 43.882497 435.450000 r
16.460814 43.882501 435.320000 r
16.460834 43.882506 435.200000 r
16.460854 43.882512 435.110000 p
16.460874 43.882518 435.040000 p
16.460894 43.882524 434.990000 p
16.460914 43.882530 434.930000 p
16.460934 43.882536 434.880000 r
16.460955 43.882542 434.850000 r
16.460975 43.882548 434.830000 r
16.460995 43.882555 434.820000 r
16.461016 43.882562 434.870000 r
16.461037 43.882568 434.850000 p
16.461058 43.882574 434.840000 r
16.461079 43.882579 434.810000 r
16.461100 43.882585 434.790000 p
16.461121 43.882591 434.780000 p
16.461142 43.882597 434.770000 r
16.461164 43.882602 434.770000 r
16.461185 43.882608 434.770000 p
16.461206 43.882614 434.800000 r
16.461228 43.882620 434.810000 r
16.461250 43.882627 434.850000 r
16.461271 43.882633 434.890000 r
16.461293 43.882638 434.910000 r
16.461315 43.882644 434.920000 p
16.461337 43.882650 434.960000 p
16.461359 43.882656 435.020000 p
16.461381 43.882662 435.080000 p
16.461403 43.882668 435.110000 p
16.461425 43.882674 435.120000 r
16.461447 43.882679 435.110000 p
16.461469 43.882684 435.120000 r
16.461491 43.882690 435.140000 r
16.461513 43.882695 435.150000 r
16.461536 43.882701 435.170000 r
16.461558 43.882707 435.230000 p
16.461580 43.882713 435.280000 r
16.461603 43.882719 435.330000 r
16.461625 43.882725 435.390000 r
16.461648 43.882731 435.440000 p
16.461671 43.882737 435.500000 r
16.461693 43.882744 435.550000 r
16.461716 43.882750 435.590000 r
16.461738 43.882756 435.640000 r
16.461761 43.882762 435.690000 p
16.461784 43.882768 435.740000 r
16.461806 43.882774 435.790000 r
16.461829 43.882779 435.840000 r
16.461852 43.882785 435.890000 r
16.461874 43.882791 435.940000 r
16.461897 43.882797 435.960000 r
16.461919 43.882802 435.990000 r
16.461942 43.882808 436.010000 r
16.461964 43.882813 436.060000 r
16.461987 43.882819 436.110000 r
16.462009 43.882824 436.140000 r
16.462031 43.882830 436.170000 p
16.462053 43.882836 436.220000 r
16.462076 43.882841 436.260000 r
16.462098 43.882847 436.310000 r
16.462120 43.882852 436.360000 r
16.462142 43.882858 436.400000 r
16.462164 43.882863 436.430000 r
16.462186 43.882869 436.480000 r
16.462208 43.882874 436.490000 p
16.462230 43.882879 436.500000 r
16.462252 43.882885 436.510000 r
16.462273 43.882890 436.550000 r
16.462295 43.882895 436.570000 p
16.462317 43.882900 436.600000 r
16.462338 43.882905 436.610000 l
16.462360 43.882909 436.620000 r
16.462382 43.882914 436.650000 r
16.462404 43.882918 436.630000 r
16.462425 43.882922 436.630000 l
16.462447 43.882927 436.640000 l
16.462468 43.882931 436.640000 r
16.462490 43.882935 436.610000 p
16.462512 43.882939 436.580000 r
16.462534 43.882942 436.570000 r
16.462555 43.882945 436.560000 l
16.462577 43.882949 436.550000 r
16.462598 43.882953 436.520000 r
16.462620 43.882957 436.510000 l
16.462641 43.882960 436.510000 r
16.462662 43.882964 436.600000 p
16.462683 43.882968 436.590000 r
16.462704 43.882971 436.580000 r
16.462725 43.882975 436.580000 p
16.462746 43.882979 436.560000 r
16.462767 43.882982 436.560000 l
16.462787 43.882986 436.560000 r
16.462808 43.882990 436.550000 r
16.462828 43.882994 436.540000 p
16.462848 43.882998 436.540000 r
16.462868 43.883003 436.540000 p
16.462888 43.883008 436.520000 r
16.462907 43.883013 436.530000 r
16.462926 43.883019 436.530000 r
16.462945 43.883024 436.550000 r
16.462964 43.883030 436.550000 r
16.462982 43.883037 436.540000 r
16.463001 43.883043 436.540000 r
16.463019 43.883049 436.530000 r
16.463037 43.883056 436.550000 p
16.463055 43.883063 436.550000 r
16.463072 43.883070 436.560000 r
16.463090 43.883077 436.560000 r
16.463107 43.883084 436.560000 r
16.463124 43.883092 436.550000 r
16.463140 43.883100 436.560000 p
16.463156 43.883108 436.550000 p
16.463172 43.883116 436.530000 r
16.463188 43.883125 436.520000 r
16.463203 43.883133 436.500000 r
16.463219 43.883142 436.490000 r
16.463234 43.883151 436.470000 r
16.463248 43.883160 436.420000 r
16.463263 43.883168 436.350000 p
16.463278 43.883176 436.300000 p
16.463293 43.883184 436.250000 r
16.463307 43.883193 436.190000 r
16.463321 43.883201 436.140000 r
16.463335 43.883210 436.080000 r
16.463349 43.883218 436.030000 r
16.463363 43.883227 435.970000 r
16.463378 43.883235 435.910000 r
16.463392 43.883244 435.850000 r
16.463405 43.883252 435.790000 r
16.463419 43.883261 435.740000 r
16.463433 43.883269 435.690000 r
16.463447 43.883278 435.630000 r
16.463460 43.883287 435.590000 r
16.463474 43.883296 435.540000 p
16.463488 43.883305 435.500000 r
16.463501 43.883313 435.440000 r
16.463515 43.883322 435.400000 p
16.463529 43.883331 435.360000 r
16.463542 43.883339 435.320000 r
16.463556 43.883348 435.270000 r
16.463571 43.883356 435.230000 r
16.463585 43.883364 435.200000 p
16.463599 43.883372 435.140000 r
16.463614 43.883380 435.100000 r
16.463628 43.883388 435.060000 r
16.463643 43.883396 434.960000 p
16.463658 43.883404 434.920000 r
16.463672 43.883411 434.870000 r
16.463687 43.883418 434.830000 r
16.463702 43.883426 434.790000 r
16.463717 43.883433 434.740000 p
16.463732 43.883440 434.700000 r
16.463748 43.883447 434.670000 r
16.463763 43.883454 434.620000 l
16.463779 43.883460 434.590000 l
16.463794 43.883467 434.540000 l
16.463810 43.883473 434.510000 r
16.463826 43.883480 434.490000 r
